Date,Close
,TCS.NS
2023-01-03,3311.35009765625
2023-01-04,3314.64990234375
2023-01-05,3311.10009765625
2023-01-06,3211.550048828125
2023-01-09,3319.949951171875
2023-01-10,3286.39990234375
2023-01-11,3328.699951171875
2023-01-12,3334.35009765625
2023-01-13,3374.550048828125
2023-01-16,3334.050048828125
2023-01-17,3378.39990234375
2023-01-18,3390.0
2023-01-19,3373.10009765625
2023-01-20,3363.10009765625
2023-01-23,3414.89990234375
2023-01-24,3436.300048828125
2023-01-25,3429.75
2023-01-27,3411.050048828125
2023-01-30,3433.64990234375
2023-01-31,3358.699951171875
2023-02-01,3408.35009765625
2023-02-02,3460.39990234375
2023-02-03,3482.300048828125
2023-02-06,3459.949951171875
2023-02-07,3472.550048828125
2023-02-08,3520.10009765625
2023-02-09,3540.85009765625
2023-02-10,3537.550048828125
2023-02-13,3482.39990234375
2023-02-14,3500.10009765625
2023-02-15,3520.64990234375
2023-02-16,3558.050048828125
2023-02-17,3501.14990234375
2023-02-20,3487.300048828125
2023-02-21,3451.0
2023-02-22,3401.550048828125
2023-02-23,3413.800048828125
2023-02-24,3400.449951171875
2023-02-27,3331.85009765625
2023-02-28,3312.85009765625
2023-03-01,3385.699951171875
2023-03-02,3321.449951171875
2023-03-03,3342.14990234375
2023-03-06,3371.85009765625
2023-03-08,3390.39990234375
2023-03-09,3336.85009765625
2023-03-10,3331.0
2023-03-13,3281.949951171875
2023-03-14,3214.949951171875
2023-03-15,3198.89990234375
2023-03-16,3185.0
2023-03-17,3179.300048828125
2023-03-20,3143.300048828125
2023-03-21,3106.10009765625
2023-03-22,3130.800048828125
2023-03-23,3124.64990234375
2023-03-24,3120.5
2023-03-27,3122.300048828125
2023-03-28,3115.89990234375
2023-03-29,3138.89990234375
2023-03-31,3205.89990234375
2023-04-03,3200.0
2023-04-05,3239.800048828125
2023-04-06,3220.699951171875
2023-04-10,3263.39990234375
2023-04-11,3213.800048828125
2023-04-12,3241.64990234375
2023-04-13,3188.85009765625
2023-04-17,3139.5
2023-04-18,3130.75
2023-04-19,3089.60009765625
2023-04-20,3104.800048828125
2023-04-21,3160.85009765625
2023-04-24,3174.800048828125
2023-04-25,3176.0
2023-04-26,3198.14990234375
2023-04-27,3187.949951171875
2023-04-28,3219.25
2023-05-02,3219.39990234375
2023-05-03,3179.89990234375
2023-05-04,3220.699951171875
2023-05-05,3230.699951171875
2023-05-08,3250.60009765625
2023-05-09,3283.25
2023-05-10,3286.800048828125
2023-05-11,3282.14990234375
2023-05-12,3274.300048828125
2023-05-15,3255.050048828125
2023-05-16,3258.14990234375
2023-05-17,3208.699951171875
2023-05-18,3199.85009765625
2023-05-19,3222.85009765625
2023-05-22,3298.699951171875
2023-05-23,3297.050048828125
2023-05-24,3303.35009765625
2023-05-25,3293.5
2023-05-26,3328.89990234375
2023-05-29,3320.35009765625
2023-05-30,3316.199951171875
2023-05-31,3289.5
2023-06-01,3324.0
2023-06-02,3305.60009765625
2023-06-05,3288.89990234375
2023-06-06,3232.300048828125
2023-06-07,3274.89990234375
2023-06-08,3236.449951171875
2023-06-09,3209.300048828125
2023-06-12,3246.89990234375
2023-06-13,3243.699951171875
2023-06-14,3251.050048828125
2023-06-15,3216.300048828125
2023-06-16,3174.89990234375
2023-06-19,3210.39990234375
2023-06-20,3227.699951171875
2023-06-21,3258.199951171875
2023-06-22,3238.5
2023-06-23,3216.35009765625
2023-06-26,3189.64990234375
2023-06-27,3197.35009765625
2023-06-28,3215.449951171875
2023-06-30,3302.25
2023-07-03,3272.300048828125
2023-07-04,3308.85009765625
2023-07-05,3319.949951171875
2023-07-06,3322.89990234375
2023-07-07,3329.25
2023-07-10,3271.949951171875
2023-07-11,3272.39990234375
2023-07-12,3259.89990234375
2023-07-13,3340.550048828125
2023-07-14,3514.64990234375
2023-07-17,3491.699951171875
2023-07-18,3496.85009765625
2023-07-19,3470.050048828125
2023-07-20,3463.300048828125
2023-07-21,3368.300048828125
2023-07-24,3394.75
2023-07-25,3399.14990234375
2023-07-26,3388.300048828125
2023-07-27,3396.89990234375
2023-07-28,3355.39990234375
2023-07-31,3421.449951171875
2023-08-01,3452.050048828125
2023-08-02,3440.64990234375
2023-08-03,3399.949951171875
2023-08-04,3443.550048828125
2023-08-07,3484.050048828125
2023-08-08,3470.60009765625
2023-08-09,3462.5
2023-08-10,3442.10009765625
2023-08-11,3448.800048828125
2023-08-14,3449.85009765625
2023-08-16,3458.39990234375
2023-08-17,3435.75
2023-08-18,3367.10009765625
2023-08-21,3401.64990234375
2023-08-22,3382.14990234375
2023-08-23,3398.25
2023-08-24,3387.75
2023-08-25,3381.300048828125
2023-08-28,3375.550048828125
2023-08-29,3376.14990234375
2023-08-30,3390.949951171875
2023-08-31,3356.800048828125
2023-09-01,3379.199951171875
2023-09-04,3418.5
2023-09-05,3429.35009765625
2023-09-06,3429.89990234375
2023-09-07,3455.25
2023-09-08,3441.89990234375
2023-09-11,3480.64990234375
2023-09-12,3580.800048828125
2023-09-13,3567.85009765625
2023-09-14,3560.050048828125
2023-09-15,3598.300048828125
2023-09-18,3606.14990234375
2023-09-20,3606.050048828125
2023-09-21,3585.300048828125
2023-09-22,3603.64990234375
2023-09-25,3577.14990234375
2023-09-26,3585.699951171875
2023-09-27,3589.300048828125
2023-09-28,3536.75
2023-09-29,3528.60009765625
2023-10-03,3513.85009765625
2023-10-04,3537.75
2023-10-05,3589.35009765625
2023-10-06,3621.39990234375
2023-10-09,3638.35009765625
2023-10-10,3628.89990234375
2023-10-11,3609.89990234375
2023-10-12,3542.550048828125
2023-10-13,3570.85009765625
2023-10-16,3524.050048828125
2023-10-17,3507.050048828125
2023-10-18,3487.25
2023-10-19,3455.64990234375
2023-10-20,3494.550048828125
2023-10-23,3410.14990234375
2023-10-25,3390.10009765625
2023-10-26,3336.75
2023-10-27,3350.949951171875
2023-10-30,3378.550048828125
2023-10-31,3368.75
2023-11-01,3330.64990234375
2023-11-02,3360.10009765625
2023-11-03,3350.89990234375
2023-11-06,3380.25
2023-11-07,3370.449951171875
