Date,Close
,WIPRO.NS
2023-01-03,198.52499389648438
2023-01-04,194.85000610351562
2023-01-05,193.4499969482422
2023-01-06,191.0
2023-01-09,195.89999389648438
2023-01-10,196.52499389648438
2023-01-11,196.9250030517578
2023-01-12,197.25
2023-01-13,196.9499969482422
2023-01-16,199.3000030517578
2023-01-17,198.1750030517578
2023-01-18,201.60000610351562
2023-01-19,201.6999969482422
2023-01-20,201.5749969482422
2023-01-23,203.5
2023-01-24,203.3000030517578
2023-01-25,200.77499389648438
2023-01-27,199.02499389648438
2023-01-30,201.125
2023-01-31,199.4250030517578
2023-02-01,201.1999969482422
2023-02-02,204.72500610351562
2023-02-03,203.9499969482422
2023-02-06,202.3249969482422
2023-02-07,200.25
2023-02-08,203.375
2023-02-09,204.14999389648438
2023-02-10,202.89999389648438
2023-02-13,200.3000030517578
2023-02-14,202.5500030517578
2023-02-15,203.6999969482422
2023-02-16,204.9499969482422
2023-02-17,203.14999389648438
2023-02-20,203.52499389648438
2023-02-21,201.375
2023-02-22,197.5749969482422
2023-02-23,196.97500610351562
2023-02-24,196.64999389648438
2023-02-27,195.1750030517578
2023-02-28,193.52499389648438
2023-03-01,195.47500610351562
2023-03-02,194.02499389648438
2023-03-03,195.22500610351562
2023-03-06,196.875
2023-03-08,196.3000030517578
2023-03-09,195.0500030517578
2023-03-10,194.5500030517578
2023-03-13,192.72500610351562
2023-03-14,189.72500610351562
2023-03-15,187.875
2023-03-16,186.4250030517578
2023-03-17,188.25
2023-03-20,183.5749969482422
2023-03-21,183.1999969482422
2023-03-22,183.1999969482422
2023-03-23,180.75
2023-03-24,180.875
2023-03-27,180.625
2023-03-28,178.10000610351562
2023-03-29,179.52499389648438
2023-03-31,182.625
2023-04-03,183.97500610351562
2023-04-05,184.875
2023-04-06,183.3249969482422
2023-04-10,186.64999389648438
2023-04-11,185.125
2023-04-12,186.0749969482422
2023-04-13,184.14999389648438
2023-04-17,180.6750030517578
2023-04-18,183.9499969482422
2023-04-19,180.39999389648438
2023-04-20,181.4250030517578
2023-04-21,184.02499389648438
2023-04-24,188.97500610351562
2023-04-25,187.8249969482422
2023-04-26,187.27499389648438
2023-04-27,187.1999969482422
2023-04-28,192.5
2023-05-02,194.1750030517578
2023-05-03,192.5500030517578
2023-05-04,191.85000610351562
2023-05-05,189.6999969482422
2023-05-08,190.1750030517578
2023-05-09,191.14999389648438
2023-05-10,191.875
2023-05-11,192.3249969482422
2023-05-12,191.625
2023-05-15,192.875
2023-05-16,193.47500610351562
2023-05-17,191.14999389648438
2023-05-18,191.3000030517578
2023-05-19,193.10000610351562
2023-05-22,197.875
2023-05-23,198.8249969482422
2023-05-24,199.85000610351562
2023-05-25,197.0500030517578
2023-05-26,200.85000610351562
2023-05-29,199.89999389648438
2023-05-30,201.25
2023-05-31,201.8249969482422
2023-06-01,203.5749969482422
2023-06-02,202.47500610351562
2023-06-05,202.10000610351562
2023-06-06,199.97500610351562
2023-06-07,201.39999389648438
2023-06-08,199.77499389648438
2023-06-09,198.64999389648438
2023-06-12,197.8000030517578
2023-06-13,197.77499389648438
2023-06-14,198.22500610351562
2023-06-15,194.47500610351562
2023-06-16,190.64999389648438
2023-06-19,190.0749969482422
2023-06-20,191.25
2023-06-21,192.75
2023-06-22,191.14999389648438
2023-06-23,189.97500610351562
2023-06-26,190.4499969482422
2023-06-27,191.3000030517578
2023-06-28,190.85000610351562
2023-06-30,194.5749969482422
2023-07-03,195.8000030517578
2023-07-04,197.97500610351562
2023-07-05,196.9499969482422
2023-07-06,198.10000610351562
2023-07-07,197.9250030517578
2023-07-10,194.97500610351562
2023-07-11,196.02499389648438
2023-07-12,195.9250030517578
2023-07-13,197.14999389648438
2023-07-14,202.52499389648438
2023-07-17,207.625
2023-07-18,208.60000610351562
2023-07-19,208.97500610351562
2023-07-20,208.8249969482422
2023-07-21,202.35000610351562
2023-07-24,202.02499389648438
2023-07-25,200.1999969482422
2023-07-26,201.375
2023-07-27,199.97500610351562
2023-07-28,199.375
2023-07-31,202.52499389648438
2023-08-01,203.47500610351562
2023-08-02,201.39999389648438
2023-08-03,199.8249969482422
2023-08-04,204.4250030517578
2023-08-07,205.5749969482422
2023-08-08,208.1750030517578
2023-08-09,208.89999389648438
2023-08-10,209.3249969482422
2023-08-11,206.52499389648438
2023-08-14,207.5749969482422
2023-08-16,209.3249969482422
2023-08-17,208.77499389648438
2023-08-18,205.85000610351562
2023-08-21,207.3000030517578
2023-08-22,208.5500030517578
2023-08-23,207.625
2023-08-24,206.35000610351562
2023-08-25,204.85000610351562
2023-08-28,204.02499389648438
2023-08-29,204.0500030517578
2023-08-30,203.60000610351562
2023-08-31,204.1999969482422
2023-09-01,208.1750030517578
2023-09-04,217.0500030517578
2023-09-05,215.9250030517578
2023-09-06,214.64999389648438
2023-09-07,216.4250030517578
2023-09-08,215.0
2023-09-11,217.4250030517578
2023-09-12,217.5
2023-09-13,217.85000610351562
2023-09-14,218.22500610351562
2023-09-15,220.52499389648438
2023-09-18,218.0500030517578
2023-09-20,215.0500030517578
2023-09-21,214.47500610351562
2023-09-22,209.25
2023-09-25,207.0500030517578
2023-09-26,206.4499969482422
2023-09-27,207.8249969482422
2023-09-28,202.6750030517578
2023-09-29,203.02499389648438
2023-10-03,202.72500610351562
2023-10-04,202.4499969482422
