Price,Close
Ticker,HCLTECH.NS
Date,
2023-01-03,920.105712890625
2023-01-04,915.9087524414062
2023-01-05,922.5355224609375
2023-01-06,912.5513305664062
2023-01-09,943.1669311523438
2023-01-10,939.9862060546875
2023-01-11,931.9899291992188
2023-01-12,946.8779907226562
2023-01-13,952.31201171875
2023-01-16,966.3605346679688
2023-01-17,981.690673828125
2023-01-18,985.3132934570312
2023-01-19,990.8855590820312
2023-01-20,987.6759643554688
2023-01-23,999.6229248046875
2023-01-24,1014.4674682617188
2023-01-25,1001.0046997070312
2023-01-27,994.6300659179688
2023-01-30,1011.7037353515625
2023-01-31,1000.514404296875
2023-02-01,1009.3409423828125
2023-02-02,1024.9434814453125
2023-02-03,1021.8673706054688
2023-02-06,1021.4662475585938
2023-02-07,1005.9082641601562
2023-02-08,1020.8421630859375
2023-02-09,1022.0455322265625
2023-02-10,994.6746215820312
2023-02-13,992.3118896484375
2023-02-14,1003.412109375
2023-02-15,1010.0543823242188
2023-02-16,1005.8191528320312
2023-02-17,989.2361450195312
2023-02-20,994.7192993164062
2023-02-21,985.3577880859375
2023-02-22,974.1240844726562
2023-02-23,975.684326171875
2023-02-24,976.1301879882812
2023-02-27,966.4121704101562
2023-02-28,960.7506713867188
2023-03-01,981.7024536132812
2023-03-02,986.0263061523438
2023-03-03,997.6613159179688
2023-03-06,1004.5265502929688
2023-03-08,999.1326904296875
2023-03-09,995.5662231445312
2023-03-10,995.254150390625
2023-03-13,979.473388671875
2023-03-14,966.501220703125
2023-03-15,962.5783081054688
2023-03-16,956.114501953125
2023-03-17,988.25537109375
2023-03-20,972.5637817382812
2023-03-21,966.3676147460938
2023-03-22,964.1831665039062
2023-03-23,950.3193359375
2023-03-24,937.7036743164062
2023-03-27,937.4807739257812
2023-03-28,928.2084350585938
2023-03-29,951.7459106445312
2023-03-31,967.571044921875
2023-04-03,979.0723876953125
2023-04-05,990.7073364257812
2023-04-06,973.4554443359375
2023-04-10,983.4855346679688
2023-04-11,969.1314086914062
2023-04-12,975.8182373046875
2023-04-13,955.6241455078125
2023-04-17,929.1891479492188
2023-04-18,948.4915771484375
2023-04-19,926.068603515625
2023-04-20,924.9988403320312
2023-04-21,935.207275390625
2023-04-24,939.7543334960938
2023-04-25,939.2193603515625
