Date,HCL,Infosys,TCS,Wipro
2023-04-25,1053.449951171875,1224.9000244140625,3176.0,187.8249969482422
2023-04-26,1065.550048828125,1227.550048828125,3198.14990234375,187.2749938964844
2023-04-27,1071.25,1246.25,3187.949951171875,187.1999969482422
2023-04-28,1064.0999755859375,1252.75,3219.25,192.5
2023-05-02,1067.550048828125,1277.449951171875,3219.39990234375,194.1750030517578
2023-05-03,1058.949951171875,1269.1500244140625,3179.89990234375,192.5500030517578
2023-05-04,1066.800048828125,1273.550048828125,3220.699951171875,191.8500061035156
2023-05-05,1055.550048828125,1259.0999755859375,3230.699951171875,189.6999969482422
2023-05-08,1075.75,1265.5999755859375,3250.60009765625,190.1750030517578
2023-05-09,1079.0,1270.699951171875,3283.25,191.1499938964844
2023-05-10,1078.300048828125,1263.25,3286.800048828125,191.875
2023-05-11,1088.0999755859375,1256.0999755859375,3282.14990234375,192.3249969482422
2023-05-12,1095.5,1245.199951171875,3274.300048828125,191.625
2023-05-15,1099.75,1258.3499755859375,3255.050048828125,192.875
2023-05-16,1090.699951171875,1264.300048828125,3258.14990234375,193.4750061035156
2023-05-17,1074.550048828125,1246.9000244140625,3208.699951171875,191.1499938964844
2023-05-18,1079.9000244140625,1246.0,3199.85009765625,191.3000030517578
2023-05-19,1095.3499755859375,1268.9000244140625,3222.85009765625,193.1000061035156
2023-05-22,1119.8499755859375,1292.800048828125,3298.699951171875,197.875
2023-05-23,1107.3499755859375,1300.050048828125,3297.050048828125,198.8249969482422
2023-05-24,1111.949951171875,1298.6500244140625,3303.35009765625,199.8500061035156
2023-05-25,1116.0,1304.3499755859375,3293.5,197.0500030517578
2023-05-26,1139.199951171875,1317.449951171875,3328.89990234375,200.8500061035156
2023-05-29,1126.199951171875,1314.4000244140625,3320.35009765625,199.8999938964844
2023-05-30,1135.8499755859375,1323.8499755859375,3316.199951171875,201.25
2023-05-31,1145.0999755859375,1318.300048828125,3289.5,201.8249969482422
2023-06-01,1141.9000244140625,1319.5,3324.0,203.5749969482422
2023-06-02,1137.050048828125,1299.0,3305.60009765625,202.4750061035156
2023-06-05,1138.300048828125,1304.5,3288.89990234375,202.1000061035156
2023-06-06,1128.5999755859375,1279.0,3232.300048828125,199.9750061035156
2023-06-07,1129.050048828125,1288.949951171875,3274.89990234375,201.3999938964844
2023-06-08,1126.75,1282.800048828125,3236.449951171875,199.7749938964844
2023-06-09,1109.75,1265.949951171875,3209.300048828125,198.6499938964844
2023-06-12,1139.6500244140625,1291.949951171875,3246.89990234375,197.8000030517578
2023-06-13,1131.300048828125,1304.8499755859375,3243.699951171875,197.7749938964844
2023-06-14,1135.8499755859375,1300.4000244140625,3251.050048828125,198.2250061035156
2023-06-15,1143.5999755859375,1286.800048828125,3216.300048828125,194.4750061035156
2023-06-16,1148.199951171875,1291.6500244140625,3174.89990234375,190.6499938964844
2023-06-19,1137.550048828125,1294.0,3210.39990234375,190.0749969482422
2023-06-20,1168.6500244140625,1303.4000244140625,3227.699951171875,191.25
2023-06-21,1170.449951171875,1299.3499755859375,3258.199951171875,192.75
2023-06-22,1163.4000244140625,1281.550048828125,3238.5,191.1499938964844
2023-06-23,1165.1500244140625,1265.0,3216.35009765625,189.9750061035156
2023-06-26,1167.5,1270.3499755859375,3189.64990234375,190.4499969482422
2023-06-27,1170.0,1279.1500244140625,3197.35009765625,191.3000030517578
2023-06-28,1170.25,1293.3499755859375,3215.449951171875,190.8500061035156
2023-06-30,1187.949951171875,1335.5,3302.25,194.5749969482422
2023-07-03,1181.5999755859375,1333.699951171875,3272.300048828125,195.8000030517578
2023-07-04,1190.5999755859375,1345.1500244140625,3308.85009765625,197.9750061035156
2023-07-05,1194.800048828125,1347.300048828125,3319.949951171875,196.9499969482422
2023-07-06,1180.6500244140625,1343.9000244140625,3322.89990234375,198.1000061035156
2023-07-07,1157.5999755859375,1330.199951171875,3329.25,197.9250030517578
2023-07-10,1124.5,1329.1500244140625,3271.949951171875,194.9750061035156
2023-07-11,1114.9000244140625,1348.5999755859375,3272.39990234375,196.0249938964844
2023-07-12,1110.550048828125,1333.300048828125,3259.89990234375,195.9250030517578
2023-07-13,1108.800048828125,1365.0999755859375,3340.550048828125,197.1499938964844
2023-07-14,1150.949951171875,1425.949951171875,3514.64990234375,202.5249938964844
2023-07-17,1153.75,1422.949951171875,3491.699951171875,207.625
2023-07-18,1167.199951171875,1475.199951171875,3496.85009765625,208.6000061035156
2023-07-19,1169.050048828125,1474.949951171875,3470.050048828125,208.9750061035156
2023-07-20,1155.800048828125,1449.5,3463.300048828125,208.8249969482422
2023-07-21,1115.449951171875,1331.5999755859375,3368.300048828125,202.3500061035156
2023-07-24,1112.9000244140625,1336.5999755859375,3394.75,202.0249938964844
2023-07-25,1111.550048828125,1334.5999755859375,3399.14990234375,200.1999969482422
2023-07-26,1115.0,1348.8499755859375,3388.300048828125,201.375
2023-07-27,1117.3499755859375,1353.1500244140625,3396.89990234375,199.9750061035156
2023-07-28,1103.550048828125,1340.5,3355.39990234375,199.375
2023-07-31,1116.699951171875,1355.699951171875,3421.449951171875,202.5249938964844
2023-08-01,1138.5,1365.199951171875,3452.050048828125,203.4750061035156
2023-08-02,1130.9000244140625,1356.8499755859375,3440.64990234375,201.3999938964844
2023-08-03,1125.5,1364.300048828125,3399.949951171875,199.8249969482422
2023-08-04,1144.3499755859375,1378.3499755859375,3443.550048828125,204.4250030517578
2023-08-07,1150.800048828125,1393.0,3484.050048828125,205.5749969482422
2023-08-08,1141.3499755859375,1390.199951171875,3470.60009765625,208.1750030517578
2023-08-09,1144.1500244140625,1394.4000244140625,3462.5,208.8999938964844
2023-08-10,1134.300048828125,1389.0999755859375,3442.10009765625,209.3249969482422
2023-08-11,1171.449951171875,1371.8499755859375,3448.800048828125,206.5249938964844
2023-08-14,1171.0,1393.550048828125,3449.85009765625,207.5749969482422
2023-08-16,1177.1500244140625,1418.5,3458.39990234375,209.3249969482422
2023-08-17,1176.699951171875,1411.550048828125,3435.75,208.7749938964844
2023-08-18,1173.699951171875,1388.800048828125,3367.10009765625,205.8500061035156
2023-08-21,1179.25,1405.4000244140625,3401.64990234375,207.3000030517578
2023-08-22,1179.5,1403.75,3382.14990234375,208.5500030517578
2023-08-23,1182.5,1407.949951171875,3398.25,207.625
2023-08-24,1171.25,1423.5999755859375,3387.75,206.3500061035156
2023-08-25,1153.949951171875,1420.0999755859375,3381.300048828125,204.8500061035156
2023-08-28,1146.449951171875,1415.6500244140625,3375.550048828125,204.0249938964844
2023-08-29,1157.550048828125,1417.6500244140625,3376.14990234375,204.0500030517578
2023-08-30,1170.5,1435.1500244140625,3390.949951171875,203.6000061035156
2023-08-31,1172.1500244140625,1435.449951171875,3356.800048828125,204.1999969482422
2023-09-01,1185.800048828125,1443.8499755859375,3379.199951171875,208.1750030517578
2023-09-04,1232.5,1465.0999755859375,3418.5,217.0500030517578
2023-09-05,1235.550048828125,1478.9000244140625,3429.35009765625,215.9250030517578
2023-09-06,1235.8499755859375,1477.449951171875,3429.89990234375,214.6499938964844
2023-09-07,1254.0,1466.199951171875,3455.25,216.4250030517578
2023-09-08,1262.050048828125,1469.5999755859375,3441.89990234375,215.0
2023-09-11,1281.550048828125,1476.449951171875,3480.64990234375,217.4250030517578
2023-09-12,1282.4000244140625,1501.0999755859375,3580.800048828125,217.5
2023-09-13,1275.25,1498.3499755859375,3567.85009765625,217.8500061035156
2023-09-14,1283.5999755859375,1506.949951171875,3560.050048828125,218.2250061035156
2023-09-15,1304.5999755859375,1511.5999755859375,3598.300048828125,220.5249938964844
2023-09-18,1305.0,1491.800048828125,3606.14990234375,218.0500030517578
2023-09-20,1293.4000244140625,1490.25,3606.050048828125,215.0500030517578
2023-09-21,1278.0,1501.75,3585.300048828125,214.4750061035156
2023-09-22,1273.699951171875,1496.1500244140625,3603.64990234375,209.25
2023-09-25,1263.449951171875,1474.1500244140625,3577.14990234375,207.0500030517578
2023-09-26,1261.449951171875,1460.6500244140625,3585.699951171875,206.4499969482422
2023-09-27,1261.0999755859375,1467.0,3589.300048828125,207.8249969482422
2023-09-28,1241.9000244140625,1439.449951171875,3536.75,202.6750030517578
2023-09-29,1234.800048828125,1435.449951171875,3528.60009765625,203.0249938964844
2023-10-03,1238.699951171875,1434.0,3513.85009765625,202.7250061035156
2023-10-04,1239.550048828125,1444.3499755859375,3537.75,202.4499969482422
2023-10-05,1235.449951171875,1463.449951171875,3589.35009765625,203.3999938964844
2023-10-06,1237.699951171875,1478.699951171875,3621.39990234375,203.9250030517578
2023-10-09,1249.5999755859375,1475.449951171875,3638.35009765625,202.8000030517578
2023-10-10,1261.800048828125,1495.1500244140625,3628.89990234375,203.875
2023-10-11,1245.5999755859375,1494.4000244140625,3609.89990234375,210.5749969482422
2023-10-12,1223.75,1465.5,3542.550048828125,208.5500030517578
2023-10-13,1255.9000244140625,1431.1500244140625,3570.85009765625,205.5249938964844
2023-10-16,1270.6500244140625,1434.1500244140625,3524.050048828125,205.1000061035156
2023-10-17,1277.1500244140625,1442.449951171875,3507.050048828125,205.6999969482422
2023-10-18,1269.449951171875,1440.550048828125,3487.25,203.7250061035156
2023-10-19,1267.3499755859375,1433.6500244140625,3455.64990234375,197.6499938964844
2023-10-20,1258.5999755859375,1427.25,3494.550048828125,195.9250030517578
2023-10-23,1236.6500244140625,1408.6500244140625,3410.14990234375,191.5749969482422
2023-10-25,1229.0,1370.050048828125,3390.10009765625,190.9250030517578
2023-10-26,1231.800048828125,1359.449951171875,3336.75,189.125
2023-10-27,1268.699951171875,1380.3499755859375,3350.949951171875,191.1750030517578
2023-10-30,1264.75,1377.050048828125,3378.550048828125,191.0
2023-10-31,1276.0,1368.4000244140625,3368.75,190.8999938964844
2023-11-01,1258.949951171875,1354.1500244140625,3330.64990234375,190.4750061035156
2023-11-02,1273.4000244140625,1370.1500244140625,3360.10009765625,191.8249969482422
2023-11-03,1266.25,1389.050048828125,3350.89990234375,191.7749938964844
2023-11-06,1269.699951171875,1403.300048828125,3380.25,192.3249969482422
2023-11-07,1273.949951171875,1404.300048828125,3370.449951171875,191.6499938964844
2023-11-08,1267.6500244140625,1391.0,3381.550048828125,191.1000061035156
2023-11-09,1267.5,1374.800048828125,3347.449951171875,190.4250030517578
2023-11-10,1255.449951171875,1368.8499755859375,3333.449951171875,189.6499938964844
2023-11-13,1261.0,1373.550048828125,3331.550048828125,190.8249969482422
2023-11-15,1276.6500244140625,1410.5,3404.300048828125,195.8249969482422
2023-11-16,1311.050048828125,1444.9000244140625,3497.85009765625,198.5500030517578
2023-11-17,1309.1500244140625,1437.550048828125,3502.449951171875,197.6999969482422
2023-11-20,1325.4000244140625,1436.5999755859375,3519.60009765625,200.1000061035156
2023-11-21,1326.5999755859375,1439.0,3510.199951171875,200.3249969482422
2023-11-22,1329.699951171875,1457.800048828125,3530.14990234375,200.125
2023-11-23,1329.0,1449.25,3508.25,201.25
2023-11-24,1309.1500244140625,1437.4000244140625,3457.10009765625,198.0
2023-11-28,1316.6500244140625,1442.699951171875,3470.14990234375,198.4250030517578
2023-11-29,1333.949951171875,1459.5999755859375,3513.75,203.125
2023-11-30,1340.9000244140625,1455.1500244140625,3487.60009765625,206.5249938964844
2023-12-01,1336.699951171875,1452.300048828125,3511.64990234375,203.8249969482422
2023-12-04,1337.949951171875,1464.3499755859375,3512.449951171875,203.7250061035156
2023-12-05,1317.550048828125,1453.949951171875,3531.60009765625,202.1750030517578
2023-12-06,1329.550048828125,1474.300048828125,3604.10009765625,209.375
2023-12-07,1328.0,1465.9000244140625,3614.89990234375,209.125
2023-12-08,1364.0999755859375,1491.1500244140625,3626.699951171875,211.3000030517578
2023-12-11,1375.300048828125,1488.5,3642.89990234375,210.3000030517578
2023-12-12,1375.300048828125,1476.050048828125,3672.10009765625,211.1000061035156
2023-12-13,1369.199951171875,1449.0,3593.550048828125,209.8249969482422
2023-12-14,1414.5999755859375,1501.449951171875,3667.25,217.1999969482422
2023-12-15,1491.300048828125,1578.4000244140625,3861.0,223.2749938964844
2023-12-18,1504.300048828125,1564.3499755859375,3859.199951171875,222.625
2023-12-19,1488.300048828125,1558.300048828125,3816.199951171875,219.3500061035156
2023-12-20,1439.949951171875,1536.4000244140625,3780.050048828125,215.9750061035156
2023-12-21,1422.050048828125,1536.0,3787.5,217.0
2023-12-22,1462.699951171875,1562.9000244140625,3824.0,231.3249969482422
2023-12-26,1458.1500244140625,1543.949951171875,3795.550048828125,235.0500030517578
2023-12-27,1472.050048828125,1567.0999755859375,3811.199951171875,235.4750061035156
2023-12-28,1472.449951171875,1562.6500244140625,3799.89990234375,234.7250061035156
2023-12-29,1466.0999755859375,1542.9000244140625,3793.39990234375,235.6499938964844
2024-01-01,1483.75,1551.3499755859375,3811.10009765625,238.5749969482422
2024-01-02,1469.550048828125,1534.4000244140625,3783.199951171875,234.6000061035156
2024-01-03,1437.75,1490.0,3691.75,227.9499969482422
2024-01-04,1419.949951171875,1512.699951171875,3666.800048828125,226.1999969482422
2024-01-05,1432.800048828125,1532.550048828125,3737.89990234375,228.3000030517578
2024-01-08,1447.9000244140625,1522.800048828125,3678.300048828125,225.1750030517578
2024-01-09,1460.4000244140625,1529.300048828125,3689.89990234375,225.375
2024-01-10,1492.0999755859375,1519.9000244140625,3713.050048828125,226.8000030517578
2024-01-11,1484.800048828125,1494.199951171875,3735.550048828125,224.1000061035156
2024-01-12,1540.800048828125,1612.75,3882.800048828125,232.7250061035156
2024-01-15,1588.199951171875,1652.0999755859375,3903.800048828125,247.3000030517578
2024-01-16,1555.449951171875,1631.550048828125,3861.300048828125,242.5
2024-01-17,1575.9000244140625,1640.199951171875,3884.60009765625,241.1999969482422
2024-01-18,1567.550048828125,1642.5999755859375,3902.60009765625,241.3249969482422
2024-01-19,1567.949951171875,1659.199951171875,3943.050048828125,242.5249938964844
2024-01-23,1523.6500244140625,1642.1500244140625,3858.25,234.9499969482422
2024-01-24,1576.4000244140625,1675.4000244140625,3841.800048828125,239.0249938964844
2024-01-25,1550.25,1669.0999755859375,3810.300048828125,235.0
2024-01-29,1574.550048828125,1656.5999755859375,3801.0,236.5
2024-01-30,1559.300048828125,1651.449951171875,3800.550048828125,236.25
2024-01-31,1576.0,1660.9000244140625,3815.949951171875,239.0749969482422
2024-02-01,1577.4000244140625,1657.050048828125,3854.14990234375,235.6750030517578
2024-02-02,1583.75,1693.3499755859375,3966.300048828125,241.5749969482422
2024-02-05,1555.3499755859375,1687.199951171875,3973.300048828125,241.1750030517578
2024-02-06,1623.75,1729.449951171875,4136.0,249.8249969482422
2024-02-07,1615.3499755859375,1693.75,4083.39990234375,247.6000061035156
2024-02-08,1633.800048828125,1692.0999755859375,4134.10009765625,244.4250030517578
2024-02-09,1630.5999755859375,1669.3499755859375,4133.7001953125,245.2250061035156
2024-02-12,1666.949951171875,1680.0999755859375,4120.7001953125,250.7250061035156
2024-02-13,1665.5999755859375,1684.550048828125,4149.5,255.8000030517578
2024-02-14,1671.5,1666.199951171875,4100.10009765625,257.25
2024-02-15,1662.550048828125,1676.3499755859375,4103.2001953125,259.25
2024-02-16,1667.449951171875,1701.6500244140625,4128.2998046875,271.5
2024-02-19,1675.25,1699.75,4103.7998046875,267.9750061035156
2024-02-20,1663.050048828125,1685.25,4030.64990234375,265.9750061035156
2024-02-21,1636.300048828125,1655.550048828125,3991.5,260.70001220703125
2024-02-22,1686.4000244140625,1681.3499755859375,4087.10009765625,265.5249938964844
2024-02-23,1665.75,1676.8499755859375,4052.10009765625,268.07501220703125
2024-02-26,1649.800048828125,1660.1500244140625,4001.050048828125,266.45001220703125
2024-02-27,1658.800048828125,1663.5999755859375,4104.39990234375,265.7250061035156
2024-02-28,1651.9000244140625,1671.25,4118.9501953125,258.8500061035156
2024-02-29,1663.8499755859375,1673.9000244140625,4095.10009765625,259.29998779296875
2024-03-01,1644.0999755859375,1654.699951171875,4094.35009765625,259.54998779296875
2024-03-04,1637.949951171875,1637.199951171875,4080.699951171875,260.25
2024-03-05,1619.3499755859375,1606.5,4012.10009765625,256.6499938964844
2024-03-06,1644.199951171875,1617.550048828125,4064.300048828125,256.57501220703125
2024-03-07,1637.6500244140625,1616.449951171875,4108.60009765625,257.75
2024-03-11,1638.6500244140625,1600.5999755859375,4122.35009765625,257.2749938964844
2024-03-12,1635.5999755859375,1612.949951171875,4192.25,255.4250030517578
2024-03-13,1631.5,1611.4000244140625,4149.0,252.1999969482422
2024-03-14,1679.25,1653.300048828125,4207.60009765625,258.9750061035156
2024-03-15,1647.300048828125,1634.0,4219.25,258.5
2024-03-18,1643.4000244140625,1602.6500244140625,4152.5,255.1000061035156
2024-03-19,1599.1500244140625,1561.449951171875,3977.300048828125,247.4250030517578
2024-03-20,1587.0999755859375,1554.949951171875,3970.89990234375,246.75
2024-03-21,1595.800048828125,1554.699951171875,3972.949951171875,250.2250061035156
2024-03-22,1557.8499755859375,1508.8499755859375,3910.89990234375,243.5500030517578
2024-03-26,1562.25,1492.6500244140625,3877.5,239.9250030517578
2024-03-27,1546.199951171875,1483.8499755859375,3840.89990234375,236.1499938964844
2024-03-28,1543.550048828125,1498.050048828125,3876.300048828125,240.0500030517578
2024-04-01,1556.699951171875,1495.449951171875,3916.75,242.4750061035156
2024-04-02,1528.300048828125,1482.8499755859375,3883.800048828125,240.6000061035156
2024-04-03,1535.8499755859375,1480.6500244140625,3947.300048828125,241.6000061035156
2024-04-04,1539.6500244140625,1486.699951171875,4003.300048828125,243.6999969482422
2024-04-05,1545.25,1479.0999755859375,3979.25,242.5249938964844
2024-04-08,1540.050048828125,1476.699951171875,3972.550048828125,239.9499969482422
2024-04-09,1540.5,1494.8499755859375,3946.550048828125,237.8999938964844
2024-04-10,1539.1500244140625,1506.800048828125,3984.64990234375,238.6499938964844
2024-04-12,1521.5,1484.75,4001.39990234375,235.375
2024-04-15,1505.050048828125,1468.1500244140625,3941.199951171875,229.6750030517578
2024-04-16,1477.300048828125,1414.449951171875,3872.800048828125,224.1750030517578
2024-04-18,1466.8499755859375,1419.25,3862.0,222.1750030517578
2024-04-19,1447.5,1411.25,3826.199951171875,226.375
2024-04-22,1465.9000244140625,1432.75,3864.60009765625,231.0
2024-04-23,1486.6500244140625,1442.4000244140625,3874.699951171875,231.0500030517578
2024-04-24,1479.25,1430.75,3831.050048828125,229.9499969482422
2024-04-25,1504.1500244140625,1438.449951171875,3852.199951171875,230.5
2024-04-26,1473.8499755859375,1430.25,3821.35009765625,232.3000030517578
2024-04-29,1387.4000244140625,1434.75,3870.199951171875,231.4750061035156
2024-04-30,1366.5999755859375,1420.550048828125,3820.64990234375,231.1999969482422
2024-05-02,1360.699951171875,1414.449951171875,3863.300048828125,228.6999969482422
2024-05-03,1348.050048828125,1416.300048828125,3843.39990234375,228.6750030517578
2024-05-06,1358.800048828125,1425.9000244140625,3921.050048828125,229.3249969482422
2024-05-07,1330.949951171875,1440.949951171875,3978.949951171875,231.9499969482422
2024-05-08,1313.6500244140625,1427.300048828125,3976.949951171875,231.6000061035156
2024-05-09,1320.050048828125,1439.550048828125,3960.199951171875,227.9499969482422
2024-05-10,1316.199951171875,1424.9000244140625,3893.89990234375,225.9250030517578
2024-05-13,1312.9000244140625,1423.449951171875,3947.800048828125,225.9750061035156
2024-05-14,1321.050048828125,1424.699951171875,3901.199951171875,228.1750030517578
2024-05-15,1332.9000244140625,1419.949951171875,3880.39990234375,229.1499938964844
2024-05-16,1348.1500244140625,1453.3499755859375,3900.949951171875,232.2250061035156
2024-05-17,1333.199951171875,1444.300048828125,3834.10009765625,230.5
2024-05-21,1341.9000244140625,1434.1500244140625,3820.199951171875,230.4499969482422
2024-05-22,1343.050048828125,1454.800048828125,3832.0,230.6499938964844
2024-05-23,1353.550048828125,1472.4000244140625,3893.449951171875,232.8999938964844
2024-05-24,1345.199951171875,1465.0999755859375,3849.5,231.8249969482422
2024-05-27,1353.300048828125,1471.3499755859375,3847.050048828125,226.2250061035156
2024-05-28,1358.4000244140625,1467.050048828125,3839.89990234375,228.0249938964844
2024-05-29,1353.0999755859375,1450.949951171875,3803.64990234375,225.3999938964844
2024-05-30,1331.8499755859375,1427.449951171875,3736.10009765625,218.4750061035156
2024-05-31,1324.0999755859375,1406.9000244140625,3670.949951171875,219.1000061035156
2024-06-03,1314.449951171875,1405.9000244140625,3702.85009765625,222.0500030517578
2024-06-04,1303.550048828125,1393.6500244140625,3715.0,219.0749969482422
2024-06-05,1343.699951171875,1430.0999755859375,3746.449951171875,225.75
2024-06-06,1397.5,1472.25,3830.39990234375,230.5
2024-06-07,1431.5,1533.5999755859375,3893.949951171875,242.2749938964844
2024-06-10,1418.75,1499.75,3858.699951171875,237.625
2024-06-11,1428.800048828125,1495.75,3852.10009765625,238.0249938964844
2024-06-12,1438.75,1485.199951171875,3831.64990234375,238.4499969482422
2024-06-13,1444.1500244140625,1493.949951171875,3878.14990234375,241.3000030517578
2024-06-14,1431.050048828125,1488.9000244140625,3832.050048828125,238.75
2024-06-18,1437.199951171875,1498.199951171875,3815.10009765625,245.9250030517578
2024-06-19,1445.8499755859375,1511.3499755859375,3801.699951171875,247.875
2024-06-20,1443.449951171875,1515.4000244140625,3787.25,245.1999969482422
2024-06-21,1447.8499755859375,1532.699951171875,3810.75,245.2749938964844
2024-06-24,1440.8499755859375,1527.1500244140625,3816.800048828125,245.2749938964844
2024-06-25,1447.949951171875,1541.949951171875,3838.449951171875,248.4250030517578
2024-06-26,1443.699951171875,1540.699951171875,3855.85009765625,247.6000061035156
2024-06-27,1454.9000244140625,1573.3499755859375,3934.14990234375,255.3999938964844
2024-06-28,1459.5999755859375,1566.75,3904.14990234375,257.42498779296875
